Eu Sou Terrível - Versão remasterizada,0RsLc3KwTvUTr3W6jiciZK,167.08,46,9,1,4,0.0455,0.626,0.647,1.38e-06,0.111,-9.651,0.0364,0.747,91.977
Como é Grande o Meu Amor por Você - Versão remasterizada,1hxeP8cYcIj6QU3AKDd5nt,202.2,50,6,1,4,0.63,0.594,0.282,0.213,0.254,-15.157,0.0348,0.641,90.119
Por Isso Corro Demais - Versão remasterizada,55ABgGWbkvN9f7VBwt5lXh,177.306,36,2,1,4,0.0709,0.497,0.394,0.000248,0.357,-12.083,0.0333,0.319,108.076
Você Deixou Alguém a Esperar - Versão remasterizada,2kw4sLT6QSOHGLfEEZU4Gk,163.506,33,9,1,4,0.012,0.522,0.597,0.0151,0.385,-11.644,0.0315,0.739,123.559
De Que Vale Tudo Isso - Versão remasterizada,1J4h3BOIjfkFEO9qxCAYnU,164.093,33,6,0,4,0.00489,0.565,0.533,1.29e-06,0.112,-10.724,0.0378,0.782,109.505
Folhas de Outono - Versão remasterizada,1mC2eNseS7accvAPi723GE,171.36,27,7,1,4,0.282,0.523,0.265,0.61,0.0835,-15.984,0.0317,0.519,104.891
Quando - Versão remasterizada,6BCDi00NHvkEIO4fkvImTT,244.626,44,7,1,4,0.0447,0.418,0.514,0.0001,0.0718,-11.618,0.0449,0.661,127.239
É Tempo de Amar - Versão remasterizada,1X8IxM1an9sw4EJPIRpYVU,170.946,29,2,0,4,0.00447,0.568,0.544,0.302,0.181,-12.703,0.0285,0.561,125.859
Você Não Serve Pra Mim - Versão remasterizada,5sTM45mxTGIF0ApGP3xPLd,175.2,33,8,1,4,0.000187,0.568,0.35,0.000765,0.0637,-13.212,0.038,0.227,117.817
E por Isso Estou Aqui - Versão remasterizada,5RNsCXPMcPeuogmXtLy4wA,141.386,31,6,1,4,0.246,0.572,0.23,0.0,0.336,-13.902,0.0444,0.626,103.847
O Sósia - Versão remasterizada,4pgey9mWW7y5h0E92vPnYX,131.306,27,9,1,4,0.0334,0.512,0.703,2.12e-05,0.256,-12.556,0.0573,0.876,153.4
Só Vou Gostar de Quem Gosta de Mim - Versão remasterizada,7ydnY8FYtt1m8wt5NsA74g,175.266,33,11,1,4,0.174,0.712,0.432,0.00177,0.327,-13.432,0.0427,0.692,124.568
